StdInChIKey,SMILES,LogS,T,Source,Solvent,Solvent_SMILES,Smilesa,REF1,REF2,REF3,REF4,REF5
KRTSDMXIXPKRQR-UHFFFAOYSA-N,,0.65,,ONSchallenge,water,O,P(=O)(OC(=CC(=O)NC)C)(OC)OC,http://dx.doi.org/10.1021/ci800406y,,,,
KSCFJBIXMNOVSH-UHFFFAOYSA-N,,-0.17,,ONSchallenge,water,O,O=c1n(C)c(=O)c2n(CC(O)CO)cnc2n1C,http://dx.doi.org/10.1021/ci800406y,,,,
KSFDHSSNYJNHAN-UHFFFAOYSA-N,,-1.367,,ONSchallenge,water,O,CC1=Nc2c(N=C(C)C1)cccc2,http://dx.doi.org/10.1021/ci800406y,,,,
KSMVNVHUTQZITP-UHFFFAOYSA-N,,-8.860121,,ONSchallenge,water,O,Clc1c(Cl)cc2c(oc3c2cc(Cl)c(Cl)c3)c1,http://dx.doi.org/10.1021/ci800406y,,,,
KSUUMAWCGDNLFK-UHFFFAOYSA-N,,-2.747,,ONSchallenge,water,O,O=C(NC(=O)C(C(C)C)CC=C)N,http://dx.doi.org/10.1021/ci800406y,,,,
KTXUOWUHFLBZPW-UHFFFAOYSA-N,,-5.8,,ONSchallenge,water,O,Clc1cc(c2cc(Cl)ccc2)ccc1,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
KUAZQDVKQLNFPE-UHFFFAOYSA-N,,-3.9,,ONSchallenge,water,O,S(SC(=S)N(C)C)C(=S)N(C)C,http://dx.doi.org/10.1021/ci800406y,,,,
KUCQYCKVKVOKAY-UHFFFAOYSA-N,,-5.93,,ONSchallenge,water,O,Clc1ccc(C2CCC(C3=C(O)C(=O)c4c(C3=O)cccc4)CC2)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
KVBGVZZKJNLNJU-UHFFFAOYSA-N,,-1.265,,ONSchallenge,water,O,S(=O)(=O)(O)c1cc2c(cc1)cccc2,http://dx.doi.org/10.1021/ci800406y,,,,
KVFJBIQWENJTDM-UHFFFAOYSA-N,,-7.850011,,ONSchallenge,water,O,c12c3cc4c5c(ccc4c1CCc2ccc3)cccc5,http://dx.doi.org/10.1021/ci800406y,,,,
KVZJLSYJROEPSQ-UHFFFAOYSA-N,,-4.28474,,ONSchallenge,water,O,CC1C(C)CCCC1,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
KWGRBVOPPLSCSI-WPRPVWTQSA-N,,-0.385209,,ONSchallenge,water,O,O[C@@H]([C@@H](NC)C)c1ccccc1,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
KXYFWLVSYHRZJL-UHFFFAOYSA-N,,-3.561,,ONSchallenge,water,O,O=C(N(CC(C)C)CC(C)C)COC(=O)c1ccccc1,http://dx.doi.org/10.1021/ci800406y,,,,
KZJRKRQSDZGHEC-UHFFFAOYSA-N,,-1.155,,ONSchallenge,water,O,FC(F)(F)C(=O)c1ccccc1,http://dx.doi.org/10.1021/ci800406y,,,,
KZNICNPSHKQLFF-UHFFFAOYSA-N,,0.3,,ONSchallenge,water,O,O=C1NC(=O)CC1,http://dx.doi.org/10.1021/ci800406y,,,,
KZOFCELNVLSKGC-UHFFFAOYSA-N,,-2.686,,ONSchallenge,water,O,O=C(NCCc1cc(OC)c(OC)cc1)CNc1cc(C(=O)N)ccc1,http://dx.doi.org/10.1021/ci800406y,,,,
KZTYYGOKRVBIMI-UHFFFAOYSA-N,,-3.64378,,ONSchallenge,water,O,S(=O)(=O)(c1ccccc1)c1ccccc1,http://dx.doi.org/10.1139/v00-041,,,,
LAIUFBWHERIJIH-UHFFFAOYSA-N,,-5.16,,ONSchallenge,water,O,C(CCCC)(CC)C,http://dx.doi.org/10.1021/ci800406y,,,,
LCCNCVORNKJIRZ-UHFFFAOYSA-N,,-4.28517,,ONSchallenge,water,O,S=P(OCC)(OCC)Oc1ccc([N+](=O)[O-])cc1,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,
LDCFNNYCIXKMNJ-UHFFFAOYSA-N,,-1.178,,ONSchallenge,water,O,O=C(N(CC(O)C)CC(O)C)COC(=O)c1ccccc1,http://dx.doi.org/10.1021/ci800406y,,,,
LEBVLXFERQHONN-UHFFFAOYSA-N,,-3.2241,,ONSchallenge,water,O,O=C(Nc1c(C)cccc1C)C1N(CCCC)CCCC1,http://dx.doi.org/10.1021/ci800406y,,,,
LESVOLZBIFDZGS-UHFFFAOYSA-N,,1.14,,ONSchallenge,water,O,S(P(=O)(OC)OC)CCSC(C(=O)NC)C,http://dx.doi.org/10.1021/ci800406y,,,,
LFKDJXLFVYVEFG-UHFFFAOYSA-N,,0.1,,ONSchallenge,water,O,O=C(OC(C)(C)C)N,http://dx.doi.org/10.1021/ci800406y,,,,
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,,1.1,,ONSchallenge,water,O,OCC,http://dx.doi.org/10.1021/ci800406y,,,,
LFVLUOAHQIVABZ-UHFFFAOYSA-N,,-6.62,,ONSchallenge,water,O,Ic1c(Cl)cc(OP(=S)(OC)OC)c(Cl)c1,http://dx.doi.org/10.1021/ci800406y,,,,
LGDSHSYDSCRFAB-UHFFFAOYSA-N,,-1.0,,ONSchallenge,water,O,S=C=NC,http://dx.doi.org/10.1021/ci800406y,,,,
LHRCREOYAASXPZ-UHFFFAOYSA-N,,-8.659953,,ONSchallenge,water,O,c12c3c(ccc1cc1c4c(ccc1c2)cccc4)cccc3,http://dx.doi.org/10.1021/ci800406y,,,,
LHXDLQBQYFFVNW-UHFFFAOYSA-N,,-1.85,,ONSchallenge,water,O,O=C1C(C)(C)C2CC1(C)CC2,http://dx.doi.org/10.1021/ci800406y,,,,
LINPVWIEWJTEEJ-UHFFFAOYSA-N,,-4.18,,ONSchallenge,water,O,Clc1cc2C(O)(C(=O)OC)c3c(c2cc1)cccc3,http://dx.doi.org/10.1021/ci800406y,,,,
LJCFRMUKLSCNKV-UHFFFAOYSA-N,,-1.573,,ONSchallenge,water,O,O=C(N(CCOC)CCOC)COC(=O)c1ccccc1,http://dx.doi.org/10.1021/ci800406y,,,,
LJOZMWRYMKECFF-UHFFFAOYSA-N,,-4.21,,ONSchallenge,water,O,Ic1c(C(=O)Nc2ccccc2)cccc1,http://dx.doi.org/10.1021/ci800406y,,,,
LKJPSUCKSLORMF-UHFFFAOYSA-N,,-2.57,,ONSchallenge,water,O,Clc1ccc(NC(=O)N(OC)C)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
LKPLKUMXSAEKID-UHFFFAOYSA-N,,-5.82,,ONSchallenge,water,O,Clc1c(Cl)c(Cl)c([N+](=O)[O-])c(Cl)c1Cl,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
LMHCYRULPLGEEZ-UHFFFAOYSA-N,,-4.81,,ONSchallenge,water,O,ICCCCCCC,http://dx.doi.org/10.1021/ci800406y,,,,
LMINNBXUMGNKMM-UHFFFAOYSA-N,,-3.94,,ONSchallenge,water,O,O=C(O)Cc1cc2N(C)c3c(Sc2cc1)cccc3,http://dx.doi.org/10.1021/ci800406y,,,,
LMTGCJANOQOGPI-UHFFFAOYSA-N,,-0.95,,ONSchallenge,water,O,O=C(N(C)c1ccccc1)C,http://dx.doi.org/10.1021/ci800406y,,,,
LMYRWZFENFIFIT-UHFFFAOYSA-N,,-1.74,,ONSchallenge,water,O,S(=O)(=O)(N)c1ccc(C)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
LNVGTRNKWNAINT-UHFFFAOYSA-N,,-1.276,,ONSchallenge,water,O,S(=O)(=O)(N)c1sc2C(O)CCS(=O)(=O)c2c1,http://dx.doi.org/10.1021/ci800406y,,,,
LOAUVZALPPNFOQ-UHFFFAOYSA-N,,-1.088,,ONSchallenge,water,O,O=C(O)c1nc2c(cc1)cccc2,http://dx.doi.org/10.1021/ci800406y,,,,
LPAGFVYQRIESJQ-UHFFFAOYSA-N,,-1.04,,ONSchallenge,water,O,N1c2c(cccc2)CC1,http://dx.doi.org/10.1021/ci800406y,,,,
LQLIEICEYDIWLO-UHFFFAOYSA-N,,-2.12,,ONSchallenge,water,O,O=C1C(CC(C)C)OC(O)C(Cc2ccccc2)N1,http://dx.doi.org/10.1021/ci800406y,,,,
LQZZUXJYWNFBMV-UHFFFAOYSA-N,,-4.67,,ONSchallenge,water,O,OCCCCCCCCCCCC,http://dx.doi.org/10.1021/ci800406y,,,,
LRQUYRADZABVMX-UHFFFAOYSA-N,,-2.719,,ONSchallenge,water,O,S(=O)(=O)(N)c1scc(S(=O)(=O)c2cc(O)ccc2)c1,http://dx.doi.org/10.1021/ci800406y,,,,
LRUUNMYPIBZBQH-UHFFFAOYSA-N,,-2.82,,ONSchallenge,water,O,Clc1c(Cl)ccc(n2c(=O)n(C)c(=O)o2)c1,http://dx.doi.org/10.1021/ci800406y,,,,
LSPHULWDVZXLIL-UHFFFAOYSA-N,,-1.42,,ONSchallenge,water,O,O=C(O)C1(C)C(C)(C)C(C(=O)O)CC1,http://dx.doi.org/10.1021/ci800406y,,,,
LSXKDWGTSHCFPP-UHFFFAOYSA-N,,-4.43,,ONSchallenge,water,O,BrCCCCCCC,http://dx.doi.org/10.1021/ci800406y,,,,
LTEQMZWBSYACLV-UHFFFAOYSA-N,,-5.21,,ONSchallenge,water,O,C(CCC)CCc1ccccc1,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
LUALIOATIOESLM-UHFFFAOYSA-N,,-3.98,,ONSchallenge,water,O,OC1CCN(CCCN2c3c(Sc4c2cccc4)ccc(C#N)c3)CC1,http://dx.doi.org/10.1021/ci800406y,,,,
LUKBXSAWLPMMSZ-OWOJBTEDSA-N,,-4.34008,,ONSchallenge,water,O,Oc1cc(O)cc(/C=C/c2ccc(O)cc2)c1,http://books.google.com/books?id=tfpQJjWcRs4C,,,,
LVHBHZANLOWSRM-UHFFFAOYSA-N,,-0.224117,,ONSchallenge,water,O,O=C(O)C(=C)CC(=O)O,http://www.chemspider.com/Chemical-Structure.789.html,,,,
LWLJUMBEZJHXHV-UHFFFAOYSA-N,,-7.279998,,ONSchallenge,water,O,ClC1(C(=C(Cl)C(=C1Cl)Cl)Cl)C1(Cl)C(=C(Cl)C(=C1Cl)Cl)Cl,http://dx.doi.org/10.1021/ci800406y,,,,
LWULXYSYLOIDQY-UHFFFAOYSA-N,,-4.47,,ONSchallenge,water,O,O=[N+]([O-])c1c(OC(=O)C)c(C(C)(C)C)cc([N+](=O)[O-])c1C,http://dx.doi.org/10.1021/ci800406y,,,,
LXMSZDCAJNLERA-ZHYRCANASA-N,,-1.77,,ONSchallenge,water,O,S(C(=O)C)[C@H]1[C@H]2[C@H]3[C@@](C)([C@@]4(OC(=O)CC4)CC3)CC[C@@H]2[C@]2(C)C(=CC(=O)CC2)C1,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,,,
LYCAIKOWRPUZTN-UHFFFAOYSA-N,,0.08,,ONSchallenge,water,O,OCCO,http://dx.doi.org/10.1021/ci800406y,,,,
LYGJENNIWJXYER-UHFFFAOYSA-N,,0.26,,ONSchallenge,water,O,O=[N+]([O-])C,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
MAEIEVLCKWDQJH-UHFFFAOYSA-N,,-4.118,,ONSchallenge,water,O,S(=O)(=O)(N)c1c(Oc2ccccc2)c(NCCCC)cc(C(=O)O)c1,http://www.springerlink.com/content/um5p375020237780/,,,,
MAZCFXDIYXGRAD-UHFFFAOYSA-N,,-1.65,,ONSchallenge,water,O,S(=O)(=O)(N)c1sc2S(=O)(=O)CCC(O)c2c1,http://dx.doi.org/10.1021/ci800406y,,,,
MBAIEZXRGAOPKH-UHFFFAOYSA-N,,-5.96,,ONSchallenge,water,O,c12c3c4ccc1CCCc2ccc3CCC4,http://dx.doi.org/10.1021/ci800406y,,,,
MBDMKWJEKDHRRP-UHFFFAOYSA-N,,-4.58,,ONSchallenge,water,O,Clc1nc(N(NS(=O)(=O)c2c(C(=O)OCC)cccc2)C=O)nc(OC)c1,http://dx.doi.org/10.1021/ci800406y,,,,
MBDUIEKYVPVZJH-UHFFFAOYSA-N,,0.04,,ONSchallenge,water,O,S(=O)(=O)(CC)CC,http://dx.doi.org/10.1021/ci800406y,,,,
MBRLOUHOWLUMFF-UHFFFAOYSA-N,,-4.31,,ONSchallenge,water,O,O(C)c1c(CC=C(C)C)c2oc(=O)ccc2cc1,http://dx.doi.org/10.1021/ci800406y,,,,
MCOQHIWZJUDQIC-UHFFFAOYSA-N,,-4.37,,ONSchallenge,water,O,ClCC#CCOC(=O)Nc1cc(Cl)ccc1,http://dx.doi.org/10.1021/ci800406y,,,,
MCSAJNNLRCFZED-UHFFFAOYSA-N,,-0.22,,ONSchallenge,water,O,O=[N+]([O-])CC,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
MCWXGJITAZMZEV-UHFFFAOYSA-N,,-0.74,,ONSchallenge,water,O,S=P(SCC(=O)NC)(OC)OC,http://dx.doi.org/10.1021/ci800406y,,,,
METKIMKYRPQLGS-UHFFFAOYSA-N,,0.04,,ONSchallenge,water,O,O=C(N)Cc1ccc(OCC(O)CNC(C)C)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
MFOUDYKPLGXPGO-UHFFFAOYSA-N,,-2.48,,ONSchallenge,water,O,ClCC(=O)N(C(C)C)c1ccccc1,http://dx.doi.org/10.1021/ci800406y,,,,
MGWAVDBGNNKXQV-UHFFFAOYSA-N,,-4.68418,,ONSchallenge,water,O,O=C(OCC(C)C)c1c(C(=O)OCC(C)C)cccc1,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,
MHWLWQUZZRMNGJ-UHFFFAOYSA-N,,-3.55212,,ONSchallenge,water,O,O=C(O)c1c(=O)c2c(n(CC)c1)nc(C)cc2,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,
MLKXDPUZXIRXEP-RQZCQDPDSA-N,,-2.3777,,ONSchallenge,water,O,S(=O)(C)c1ccc(/C=C/2\C(=C(CC(=O)O)c3c2ccc(F)c3)C)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
MLUCVPSAIODCQM-UHFFFAOYSA-N,,0.32,,ONSchallenge,water,O,O=CC=CC,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,
MOCKWYUCPREFCZ-UHFFFAOYSA-N,,-2.33,,ONSchallenge,water,O,O=C(NN)Nc1ccccc1,http://dx.doi.org/10.1021/ci800406y,,,,
MORLYCDUFHDZKO-UHFFFAOYSA-N,,-3.078,,ONSchallenge,water,O,P(=O)(O)(CCC(=O)O)c1ccccc1,http://dx.doi.org/10.1021/ci800406y,,,,
MOYKHGMNXAOIAT-UHFFFAOYSA-N,,-2.63,,ONSchallenge,water,O,O=[N+](OC1C2OCC(O[N+](=O)[O-])C2OC1)[O-],http://dx.doi.org/10.1021/ci800406y,,,,
MPHPHYZQRGLTBO-UHFFFAOYSA-N,,-3.54,,ONSchallenge,water,O,O=C1C(CCC)C(=O)n2n1c(N(C)C)nc1c2cc(C)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
MQIUGAXCHLFZKX-UHFFFAOYSA-N,,-5.11,,ONSchallenge,water,O,O=C(OCCCCCCCC)c1c(C(=O)OCCCCCCCC)cccc1,http://dx.doi.org/10.1021/ci800406y,,,,
MQJKPEGWNLWLTK-UHFFFAOYSA-N,,-2.92725,,ONSchallenge,water,O,S(=O)(=O)(c1ccc(N)cc1)c1ccc(N)cc1,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,,,
MSMHOCZOEWMZOH-UHFFFAOYSA-N,,-1.268,,ONSchallenge,water,O,O=C(NC(CO)(CO)CO)COC(=O)c1ccccc1,http://dx.doi.org/10.1021/ci800406y,,,,
MSXVEPNJUHWQHW-UHFFFAOYSA-N,,0.08,,ONSchallenge,water,O,OC(CC)(C)C,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
MTBZIGHNGSTDJV-UHFFFAOYSA-N,,-3.35,,ONSchallenge,water,O,S=P(OCC)(OCC)N1C(=O)c2c(C1=O)cccc2,http://dx.doi.org/10.1021/ci800406y,,,,
MTCPZNVSDFCBBE-UHFFFAOYSA-N,,-7.32,,ONSchallenge,water,O,Clc1c(c2c(Cl)cccc2Cl)c(Cl)cc(Cl)c1,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
MUBZPKHOEPUJKR-UHFFFAOYSA-N,,0.38,,ONSchallenge,water,O,O=C(O)C(=O)O,http://dx.doi.org/10.1021/ci800406y,,,,
MUKSMBAVCDPKRC-UHFFFAOYSA-N,,-3.04,,ONSchallenge,water,O,O=C1N(C)c2c(Oc3ncc(N)cc13)cc(C)cc2,http://dx.doi.org/10.1021/ci800406y,,,,
MVPPADPHJFYWMZ-UHFFFAOYSA-N,,-2.39474,,ONSchallenge,water,O,Clc1ccccc1,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
MVQVNTPHUGQQHK-UHFFFAOYSA-N,,0.96,,ONSchallenge,water,O,OCc1cnccc1,http://dx.doi.org/10.1021/ci800406y,,,,
MWBPRDONLNQCFV-UHFFFAOYSA-N,,-4.88,,ONSchallenge,water,O,ClC(=C(Cl)CSC(=O)N(C(C)C)C(C)C)Cl,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
MWKFXSUHUHTGQN-UHFFFAOYSA-N,,-3.63,,ONSchallenge,water,O,OCCCCCCCCCC,http://dx.doi.org/10.1021/ci800406y,,,,
MWOOGOJBHIARFG-UHFFFAOYSA-N,,-1.15489,,ONSchallenge,water,O,O=Cc1cc(OC)c(O)cc1,http://onschallenge.wikispaces.com/file/view/vanillin_-_water_solubility.jpg/128975817/vanillin_-_water_solubility.jpg,,,,
MWPLVEDNUUSJAV-UHFFFAOYSA-N,,-6.436607,,ONSchallenge,water,O,c12c(cc3c(c1)cccc3)cccc2,http://dx.doi.org/10.1139/cjc-79-10-1466,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,
MWWATHDPGQKSAR-UHFFFAOYSA-N,,-0.41,,ONSchallenge,water,O,C(#C)C,http://dx.doi.org/10.1021/ci800406y,,,,
MXBNEEHQIDLPLQ-UHFFFAOYSA-N,,-3.745,,ONSchallenge,water,O,O=C1N2C(C(=O)Nc3c1cccc3)CCC2,http://dx.doi.org/10.1021/ci800406y,,,,
MXXWOMGUGJBKIW-UHFFFAOYSA-N,,-3.46,,ONSchallenge,water,O,O=C(C=CC=Cc1cc2OCOc2cc1)N1CCCCC1,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
MZZBPDKVEFVLFF-UHFFFAOYSA-N,,-3.15,,ONSchallenge,water,O,Clc1nc(NC(C#N)(C)C)nc(NCC)n1,http://dx.doi.org/10.1021/ci800406y,,,,
NAEAAGULDNVNCW-UHFFFAOYSA-N,,-0.729,,ONSchallenge,water,O,O=C(OCC)N1CCN(C(=O)OCC)CC1,http://dx.doi.org/10.1021/ci800406y,,,,
NBBJYMSMWIIQGU-UHFFFAOYSA-N,,0.58,,ONSchallenge,water,O,O=CCC,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
NBFMTHWVRBOVPE-UHFFFAOYSA-N,,-7.830002,,ONSchallenge,water,O,Clc1cc2Oc3c(Oc2cc1)cc(Cl)cc3,http://dx.doi.org/10.1021/ci800406y,,,,
NBQCNZYJJMBDKY-UHFFFAOYSA-N,,-2.48,,ONSchallenge,water,O,Clc1c(=O)n(C(C)(C)C)c(=O)[nH]c1C,http://dx.doi.org/10.1021/ci800406y,,,,
NCYHCGGUQGDEQW-UHFFFAOYSA-N,,-5.2395,,ONSchallenge,water,O,Clc1c(Cl)c(Cl)c(OC)c(OC)c1Cl,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
NDAUXUAQIAJITI-UHFFFAOYSA-N,,-1.16115,,ONSchallenge,water,O,OC(CNC(C)(C)C)c1cc(CO)c(O)cc1,http://dx.doi.org/10.1016/j.molliq.2012.05.021,,,,
NDDAHWYSQHTHNT-UHFFFAOYSA-N,,-3.63977,,ONSchallenge,water,O,Clc1c(S(=O)(=O)N)cc(C(=O)NN2C(C)Cc3c2cccc3)cc1,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,,,
NFACJZMKEDPNKN-UHFFFAOYSA-N,,-0.338,,ONSchallenge,water,O,ClC(Cl)(Cl)C(P(=O)(OC)OC)O,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
NFBOHOGPQUYFRF-UHFFFAOYSA-N,,-5.324741,,ONSchallenge,water,O,O1c2c(Oc3c1cccc3)cccc2,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
NGFMICBWJRZIBI-UHFFFAOYSA-N,,-0.85,,ONSchallenge,water,O,O(c1c(CO)cccc1)C1C(O)C(O)C(O)C(CO)O1,http://dx.doi.org/10.1021/ci800406y,,,,
NHOWDZOIZKMVAI-UHFFFAOYSA-N,,-4.38,,ONSchallenge,water,O,Clc1c(C(O)(c2cncnc2)c2ccc(Cl)cc2)cccc1,http://dx.doi.org/10.1021/ci800406y,,,,
NHPPIJMARIVBGU-UHFFFAOYSA-N,,-4.55,,ONSchallenge,water,O,Ic1c2c(ccc1)cccc2,http://dx.doi.org/10.1021/ci800406y,,,,
NHTGQOXRZFUGJX-UHFFFAOYSA-N,,-5.43,,ONSchallenge,water,O,Clc1c(Cl)c(Cl)c2nccnc2c1Cl,http://dx.doi.org/10.1021/ci800406y,,,,
NHTMVDHEPJAVLT-UHFFFAOYSA-N,,-4.74,,ONSchallenge,water,O,C(CC(C)C)(C)(C)C,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
NIHNNTQXNPWCJQ-UHFFFAOYSA-N,,-4.967883,,ONSchallenge,water,O,c12c3c(cccc3)Cc1cccc2,http://dx.doi.org/10.1080/0031910029001/0428,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,
NIPDVSLAMPAWTP-UHFFFAOYSA-N,,-3.165,,ONSchallenge,water,O,O=[N+]([O-])c1cc(N)c(OC)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
NKDDWNXOKDWJAK-UHFFFAOYSA-N,,0.48,,ONSchallenge,water,O,O(COC)C,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
NKPDCGFEJUINIK-UHFFFAOYSA-N,,-2.403,,ONSchallenge,water,O,S(=O)(=O)(N)c1occ(S(=O)(=O)c2ccc(O)cc2)c1,http://dx.doi.org/10.1021/ci800406y,,,,
NMWSKOLWZZWHPL-UHFFFAOYSA-N,,-4.88,,ONSchallenge,water,O,Clc1cc(c2ccccc2)ccc1,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
NOOBQTYVTDBXTL-UHFFFAOYSA-N,,-2.503,,ONSchallenge,water,O,S(=O)(=O)(N)c1sc2c(n1)ccc(O)c2,http://dx.doi.org/10.1021/ci800406y,,,,
NOQGZXFMHARMLW-UHFFFAOYSA-N,,-0.2,,ONSchallenge,water,O,O=C(O)CCC(=O)NN(C)C,http://dx.doi.org/10.1021/ci800406y,,,,
NPPQSCRMBWNHMW-UHFFFAOYSA-N,,-1.73737,,ONSchallenge,water,O,O=C(OCC(COC(=O)N)(CCC)C)N,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,
NPUKDXXFDDZOKR-UHFFFAOYSA-N,,-4.74,,ONSchallenge,water,O,O=C(OCC)c1n(C(C)c2ccccc2)cnc1,http://dx.doi.org/10.1021/ci800406y,,,,
NQDJXKOVJZTUJA-UHFFFAOYSA-N,,-3.19,,ONSchallenge,water,O,O=c1[nH]c2c(C)ccnc2n(C2CC2)c2ncccc12,http://dx.doi.org/10.1021/ci800406y,,,,
NQRLPDFELNCFHW-UHFFFAOYSA-N,,-2.69,,ONSchallenge,water,O,O=[N+]([O-])c1ccc(NC(=O)C)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
NQRYJNQNLNOLGT-UHFFFAOYSA-N,,1.07,,ONSchallenge,water,O,N1CCCCC1,http://dx.doi.org/10.1021/ci800406y,,,,
NRGGMCIBEHEAIL-UHFFFAOYSA-N,,0.51,,ONSchallenge,water,O,C(C)c1ncccc1,http://dx.doi.org/10.1021/ci800406y,,,,
NRXQIUSYPAHGNM-UHFFFAOYSA-N,,-3.61,,ONSchallenge,water,O,Ic1c(O)c(I)cc(C#N)c1,http://dx.doi.org/10.1021/ci800406y,,,,
NSMWYRLQHIXVAP-UHFFFAOYSA-N,,0.49,,ONSchallenge,water,O,CC1NCC(C)NC1,http://dx.doi.org/10.1021/ci800406y,,,,
NTBYINQTYWZXLH-UHFFFAOYSA-N,,-3.2,,ONSchallenge,water,O,Clc1c(Cl)ccc([N+](=O)[O-])c1,http://dx.doi.org/10.1021/ci800406y,,,,
NURQLCJSMXZBPC-UHFFFAOYSA-N,,0.36,,ONSchallenge,water,O,Cc1c(C)ccnc1,http://dx.doi.org/10.1021/ci800406y,,,,
NVKAWKQGWWIWPM-UHFFFAOYSA-N,,-4.74,,ONSchallenge,water,O,O=C1CC2C(C)(C3C(C4C(C)(C(O)CC4)CC3)CC2)CC1,http://dx.doi.org/10.1021/ci800406y,,,,
NXBNYUSXDBHELA-UHFFFAOYSA-N,,-5.699,,ONSchallenge,water,O,O=C(C=Cc1ccc(OC)cc1)c1c(O)cccc1,http://dx.doi.org/10.1021/ci800406y,,,,
NXFQHRVNIOXGAQ-YCRREMRBSA-N,,-3.357,,ONSchallenge,water,O,O=[N+]([O-])c1oc(/C=N/N2C(=O)NC(=O)C2)cc1,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,,,
NXQDBZGWYSEGFL-UHFFFAOYSA-N,,-4.43,,ONSchallenge,water,O,Clc1ccc(N(C(=O)CSP(=S)(OC)OC)C(C)C)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
NYHAZDHVIPVSDM-UHFFFAOYSA-N,,-2.39,,ONSchallenge,water,O,ON=C1C(=NO)CCC(C(C)C)C1,http://dx.doi.org/10.1021/ci800406y,,,,
NYQDCVLCJXRDSK-UHFFFAOYSA-N,,-6.09,,ONSchallenge,water,O,Brc1c(Cl)cc(OP(=S)(OC)OC)c(Cl)c1,http://dx.doi.org/10.1021/ci800406y,,,,
NZDAAPUTURAWII-UHFFFAOYSA-N,,-2.401,,ONSchallenge,water,O,O=C(NC(=O)C)COC(=O)c1ccccc1,http://dx.doi.org/10.1021/ci800406y,,,,
NZNPHIKNHGRVLZ-UHFFFAOYSA-N,,-2.866,,ONSchallenge,water,O,O=C(NC(C)(C)C)COC(=O)c1ccccc1,http://dx.doi.org/10.1021/ci800406y,,,,
OBKHYUIZSOIEPG-UHFFFAOYSA-N,,-4.48,,ONSchallenge,water,O,CC1(C)CC(C)CC1,http://dx.doi.org/10.1021/ci800406y,,,,
